Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,snapshot_date
253,Al Horford,39,GSW,C,42,11,928,131,308,0.425,70,194,0.361,61,114,0.535,0.539,22,26,0.846,44,170,214,112,30,50,40,49,354,0,,2026-03-13
254,Ja'Kobe Walter,21,TOR,SG,55,11,1038,119,287,0.415,64,184,0.348,55,103,0.534,0.526,48,58,0.828,39,88,127,59,54,9,29,111,350,0,,2026-03-13
255,Keon Ellis,26,2TM,SG,57,5,1091,121,283,0.428,73,196,0.372,48,87,0.552,0.557,32,48,0.667,24,72,96,48,68,39,29,101,347,0,,2026-03-13
255,Keon Ellis,26,SAC,SG,43,5,758,83,209,0.397,53,144,0.368,30,65,0.462,0.524,20,32,0.625,15,40,55,26,46,22,21,69,239,0,,2026-03-13
255,Keon Ellis,26,CLE,SG,14,0,333,38,74,0.514,20,52,0.385,18,22,0.818,0.649,12,16,0.75,9,32,41,22,22,17,8,32,108,0,,2026-03-13
256,Sidy Cissoko,21,POR,SF,59,24,1243,117,293,0.399,55,176,0.313,62,117,0.53,0.493,53,78,0.679,53,87,140,86,48,22,61,155,342,0,,2026-03-13
257,Bryce McGowens,23,NOP,SG,42,13,880,114,237,0.481,38,93,0.409,76,144,0.528,0.561,74,95,0.779,12,76,88,62,27,9,17,88,340,0,,2026-03-13
258,Nikola Jović,22,MIA,PF,45,1,791,113,305,0.37,44,162,0.272,69,143,0.483,0.443,69,101,0.683,25,127,152,100,26,17,65,63,339,0,,2026-03-13
259,Christian Braun,24,DEN,SG,31,31,987,126,258,0.488,28,96,0.292,98,162,0.605,0.543,56,76,0.737,49,106,155,90,20,10,36,72,336,0,,2026-03-13
260,Ryan Dunn,23,PHO,SF,59,14,1145,134,308,0.435,47,144,0.326,87,164,0.53,0.511,20,40,0.5,83,156,239,83,49,24,47,121,335,0,,2026-03-13
261,Olivier-Maxence Prosper,23,MEM,PF,41,12,704,120,228,0.526,37,95,0.389,83,133,0.624,0.607,58,74,0.784,44,95,139,40,25,11,35,54,335,0,,2026-03-13
262,Paul Reed,26,DET,C,48,8,630,137,228,0.601,11,30,0.367,126,198,0.636,0.625,45,70,0.643,99,115,214,53,42,39,44,82,330,0,,2026-03-13
263,Kristaps Porziņģis,30,2TM,C,20,12,473,109,242,0.45,35,100,0.35,74,142,0.521,0.523,76,92,0.826,23,74,97,54,9,28,20,60,329,0,,2026-03-13
263,Kristaps Porziņģis,30,ATL,C,17,12,413,96,210,0.457,31,86,0.36,65,124,0.524,0.531,68,81,0.84,21,66,87,46,9,22,16,54,291,0,,2026-03-13
263,Kristaps Porziņģis,30,GSW,C,3,0,60,13,32,0.406,4,14,0.286,9,18,0.5,0.469,8,11,0.727,2,8,10,8,0,6,4,6,38,0,,2026-03-13
264,Caris LeVert,31,DET,SG,45,0,869,119,285,0.418,45,136,0.331,74,149,0.497,0.496,43,63,0.683,14,65,79,118,40,29,61,72,326,0,,2026-03-13
265,Cody Williams,21,UTA,SG,52,26,1117,135,285,0.474,20,89,0.225,115,196,0.587,0.509,35,53,0.66,48,89,137,69,34,23,40,90,325,0,,2026-03-13
266,Spencer Jones,24,DEN,SF,55,35,1251,119,238,0.5,54,135,0.4,65,103,0.631,0.613,29,47,0.617,64,114,178,46,47,25,27,150,321,0,,2026-03-13
267,Keegan Murray,25,SAC,PF,23,22,793,126,300,0.42,31,112,0.277,95,188,0.505,0.472,38,49,0.776,33,99,132,38,24,36,27,42,321,0,,2026-03-13
268,Andre Drummond,32,PHI,C,49,24,953,125,258,0.484,22,67,0.328,103,191,0.539,0.527,47,75,0.627,159,255,414,48,29,38,48,102,319,0,,2026-03-13
269,Taylor Hendricks,22,2TM,PF,47,9,828,119,252,0.472,47,127,0.37,72,125,0.576,0.565,34,53,0.642,54,116,170,46,27,19,35,73,319,0,,2026-03-13
269,Taylor Hendricks,22,UTA,PF,33,6,492,58,128,0.453,24,70,0.343,34,58,0.586,0.547,23,32,0.719,29,70,99,24,13,8,20,40,163,0,,2026-03-13
269,Taylor Hendricks,22,MEM,PF,14,3,336,61,124,0.492,23,57,0.404,38,67,0.567,0.585,11,21,0.524,25,46,71,22,14,11,15,33,156,0,,2026-03-13
270,Pat Spencer,29,GSW,PG,49,12,842,123,291,0.423,40,109,0.367,83,182,0.456,0.491,32,42,0.762,37,74,111,169,36,3,58,59,318,0,,2026-03-13
271,Tristan Vukcevic,22,WAS,C,40,8,517,112,239,0.469,29,98,0.296,83,141,0.589,0.529,65,82,0.793,26,93,119,47,16,28,48,60,318,0,,2026-03-13
272,Robert Williams,28,POR,C,46,1,775,141,193,0.731,7,20,0.35,134,173,0.775,0.749,27,42,0.643,101,209,310,49,31,71,39,57,316,0,,2026-03-13
273,Jaden Ivey,23,2TM,SG,37,5,670,114,256,0.445,50,134,0.373,64,122,0.525,0.543,38,47,0.809,24,67,91,68,23,14,41,53,316,0,,2026-03-13
273,Jaden Ivey,23,DET,SG,33,2,555,99,220,0.45,42,113,0.372,57,107,0.533,0.545,30,38,0.789,19,53,72,52,15,12,35,44,270,0,,2026-03-13
273,Jaden Ivey,23,CHI,SG,4,3,115,15,36,0.417,8,21,0.381,7,15,0.467,0.528,8,9,0.889,5,14,19,16,8,2,6,9,46,0,,2026-03-13
274,Josh Okogie,27,HOU,SG,62,29,1164,112,258,0.434,57,143,0.399,55,115,0.478,0.545,34,59,0.576,69,98,167,52,53,13,36,95,315,0,,2026-03-13
275,Micah Potter,27,IND,C,33,3,643,100,202,0.495,48,119,0.403,52,83,0.627,0.614,62,70,0.886,40,115,155,49,15,12,31,61,310,0,,2026-03-13
276,Drake Powell,20,BRK,SG,50,12,976,107,255,0.42,39,134,0.291,68,121,0.562,0.496,57,63,0.905,16,68,84,75,25,8,50,70,310,0,,2026-03-13
277,Julian Strawther,23,DEN,SG,44,12,672,111,239,0.464,40,115,0.348,71,124,0.573,0.548,48,60,0.8,10,78,88,45,21,4,28,57,310,0,,2026-03-13
278,Jordan Walsh,21,BOS,PF,58,20,998,116,221,0.525,40,98,0.408,76,123,0.618,0.615,36,48,0.75,77,160,237,43,41,24,32,119,308,0,,2026-03-13
279,Jonathan Kuminga,23,2TM,PF,24,14,575,109,229,0.476,22,62,0.355,87,167,0.521,0.524,68,92,0.739,38,111,149,62,13,7,56,37,308,0,,2026-03-13
279,Jonathan Kuminga,23,GSW,PF,20,13,476,88,194,0.454,17,53,0.321,71,141,0.504,0.497,49,66,0.742,29,88,117,50,8,6,46,33,242,0,,2026-03-13
279,Jonathan Kuminga,23,ATL,PF,4,1,99,21,35,0.6,5,9,0.556,16,26,0.615,0.671,19,26,0.731,9,23,32,12,5,1,10,4,66,0,,2026-03-13
280,Quenton Jackson,27,IND,PG,35,10,609,100,217,0.461,32,86,0.372,68,131,0.519,0.535,71,87,0.816,20,56,76,80,20,6,37,60,303,0,,2026-03-13
281,Domantas Sabonis,29,SAC,C,19,15,564,120,221,0.543,5,27,0.185,115,194,0.593,0.554,56,77,0.727,64,152,216,78,18,4,51,66,301,0,,2026-03-13
282,Nae'Qwan Tomlin,25,CLE,PF,51,2,808,120,258,0.465,20,93,0.215,100,165,0.606,0.504,40,53,0.755,68,79,147,42,37,29,20,101,300,0,,2026-03-13
283,Vince Williams Jr.,25,2TM,PG,40,12,820,103,292,0.353,55,177,0.311,48,115,0.417,0.447,39,50,0.78,39,116,155,166,29,16,70,80,300,0,,2026-03-13
283,Vince Williams Jr.,25,MEM,PG,34,12,736,93,264,0.352,49,159,0.308,44,105,0.419,0.445,37,46,0.804,34,102,136,150,27,14,63,71,272,0,,2026-03-13
283,Vince Williams Jr.,25,UTA,SG,6,0,84,10,28,0.357,6,18,0.333,4,10,0.4,0.464,2,4,0.5,5,14,19,16,2,2,7,9,28,0,,2026-03-13
284,Yves Missi,21,NOP,C,54,8,1011,128,236,0.542,0,1,0,128,235,0.545,0.542,42,75,0.56,151,148,299,61,18,76,41,89,298,0,,2026-03-13
285,Baylor Scheierman,25,BOS,SG,61,17,1040,108,235,0.46,66,170,0.388,42,65,0.646,0.6,16,18,0.889,39,162,201,79,33,5,34,81,298,0,,2026-03-13
286,Dean Wade,29,CLE,PF,51,30,1147,104,241,0.432,63,174,0.362,41,67,0.612,0.562,27,38,0.711,45,175,220,78,40,22,15,83,298,0,,2026-03-13
287,Kenrich Williams,31,OKC,PF,45,2,710,113,231,0.489,43,105,0.41,70,126,0.556,0.582,29,43,0.674,43,103,146,63,24,5,34,50,298,0,,2026-03-13
288,Jalen Green,23,PHO,SG,18,13,432,111,279,0.398,38,133,0.286,73,146,0.5,0.466,37,49,0.755,7,51,58,44,23,1,41,20,297,0,,2026-03-13
289,Jakob Poeltl,30,TOR,C,30,28,767,128,184,0.696,0,0,NA,128,184,0.696,0.696,40,62,0.645,79,143,222,61,25,22,41,93,296,0,,2026-03-13
290,Mouhamed Gueye,23,ATL,PF,63,5,973,113,247,0.457,30,104,0.288,83,143,0.58,0.518,39,61,0.639,79,151,230,55,52,31,30,108,295,0,,2026-03-13
291,Isaiah Jackson,24,2TM,C,46,14,743,115,192,0.599,0,1,0,115,191,0.602,0.599,60,90,0.667,96,146,242,38,31,37,48,127,290,0,,2026-03-13
291,Isaiah Jackson,24,IND,C,38,14,638,96,165,0.582,0,1,0,96,164,0.585,0.582,51,74,0.689,86,125,211,31,26,29,43,108,243,0,,2026-03-13
291,Isaiah Jackson,24,LAC,C,8,0,105,19,27,0.704,0,0,NA,19,27,0.704,0.704,9,16,0.563,10,21,31,7,5,8,5,19,47,0,,2026-03-13
292,Tyrese Martin,26,2TM,SG,43,6,766,108,275,0.393,53,164,0.323,55,111,0.495,0.489,19,28,0.679,34,79,113,78,25,6,40,33,288,0,,2026-03-13
292,Tyrese Martin,26,BRK,SG,37,6,696,100,255,0.392,51,152,0.336,49,103,0.476,0.492,19,26,0.731,32,74,106,69,22,4,33,30,270,0,,2026-03-13
292,Tyrese Martin,26,PHI,SG,6,0,70,8,20,0.4,2,12,0.167,6,8,0.75,0.45,0,2,0,2,5,7,9,3,2,7,3,18,0,,2026-03-13
293,Karlo Matković,24,NOP,PF,53,2,738,115,185,0.622,31,69,0.449,84,116,0.724,0.705,26,34,0.765,59,127,186,45,20,46,29,90,287,0,,2026-03-13
294,Alex Caruso,31,OKC,SG,44,0,817,104,248,0.419,45,149,0.302,59,99,0.596,0.51,31,40,0.775,25,94,119,88,61,15,39,51,284,0,,2026-03-13
295,Ryan Nembhard,22,DAL,PG,45,17,805,114,269,0.424,36,96,0.375,78,173,0.451,0.491,15,19,0.789,8,72,80,209,15,1,65,57,279,0,,2026-03-13
296,Goga Bitadze,26,ORL,C,48,2,731,115,167,0.689,2,11,0.182,113,156,0.724,0.695,46,67,0.687,97,139,236,56,30,51,25,97,278,0,,2026-03-13
297,Thomas Bryant,28,CLE,C,48,0,530,95,200,0.475,35,104,0.337,60,96,0.625,0.563,46,53,0.868,43,103,146,29,12,21,19,57,271,0,,2026-03-13
298,Tre Mann,24,CHO,PG,43,1,624,100,279,0.358,47,145,0.324,53,134,0.396,0.443,21,25,0.84,20,69,89,82,22,5,50,65,268,0,,2026-03-13
299,Trendon Watford,25,PHI,PF,43,7,711,109,212,0.514,10,39,0.256,99,173,0.572,0.538,40,54,0.741,31,113,144,106,13,18,49,85,268,1,,2026-03-13
300,D'Angelo Russell,29,DAL,PG,26,3,495,94,232,0.405,33,112,0.295,61,120,0.508,0.476,43,60,0.717,8,53,61,104,12,2,49,30,264,0,,2026-03-13
301,Javon Small,23,MEM,PG,31,5,583,87,200,0.435,38,93,0.409,49,107,0.458,0.53,50,61,0.82,25,67,92,118,23,8,37,45,262,0,,2026-03-13
302,Adem Bona,22,PHI,C,56,8,964,100,167,0.599,2,5,0.4,98,162,0.605,0.605,56,83,0.675,99,139,238,24,21,67,42,126,258,0,,2026-03-13
303,Hugo González,19,BOS,SF,61,3,953,105,221,0.475,35,103,0.34,70,118,0.593,0.554,13,26,0.5,57,160,217,37,38,20,34,106,258,0,,2026-03-13
304,Guerschon Yabusele,30,2TM,C,55,12,727,88,224,0.393,49,141,0.348,39,83,0.47,0.502,30,43,0.698,42,133,175,49,18,11,31,61,255,0,,2026-03-13
304,Guerschon Yabusele,30,NYK,C,41,0,366,42,107,0.393,20,68,0.294,22,39,0.564,0.486,8,12,0.667,24,63,87,18,6,5,15,36,112,0,,2026-03-13
304,Guerschon Yabusele,30,CHI,C,14,12,361,46,117,0.393,29,73,0.397,17,44,0.386,0.517,22,31,0.71,18,70,88,31,12,6,16,25,143,0,,2026-03-13
305,Nicolas Batum,37,LAC,PF,62,5,1141,83,207,0.401,79,198,0.399,4,9,0.444,0.592,9,11,0.818,20,134,154,54,42,20,35,87,254,0,,2026-03-13
306,Craig Porter Jr.,25,CLE,PG,57,2,1009,102,232,0.44,29,82,0.354,73,150,0.487,0.502,20,36,0.556,75,114,189,186,54,32,54,64,253,0,,2026-03-13
307,Jabari Walker,23,PHI,PF,56,6,701,88,196,0.449,30,89,0.337,58,107,0.542,0.526,46,61,0.754,64,112,176,29,22,12,25,92,252,0,,2026-03-13
308,Ochai Agbaji,25,2TM,SG,53,13,816,100,223,0.448,25,94,0.266,75,129,0.581,0.504,26,31,0.839,40,79,119,41,21,17,27,83,251,0,,2026-03-13
308,Ochai Agbaji,25,TOR,SG,42,13,650,72,170,0.424,12,65,0.185,60,105,0.571,0.459,25,29,0.862,33,62,95,30,17,11,19,75,181,0,,2026-03-13
308,Ochai Agbaji,25,BRK,SG,11,0,166,28,53,0.528,13,29,0.448,15,24,0.625,0.651,1,2,0.5,7,17,24,11,4,6,8,8,70,0,,2026-03-13
309,Mitchell Robinson,27,NYK,C,48,14,926,107,151,0.709,0,0,NA,107,151,0.709,0.709,34,86,0.395,207,205,412,46,39,51,30,106,248,0,,2026-03-13
310,Jarred Vanderbilt,26,LAL,PF,55,3,978,95,206,0.461,26,86,0.302,69,120,0.575,0.524,30,47,0.638,74,178,252,68,46,18,49,96,246,0,,2026-03-13
311,Kasparas Jakučionis,19,MIA,PG,40,11,715,78,183,0.426,52,119,0.437,26,64,0.406,0.568,37,42,0.881,33,78,111,98,27,4,43,78,245,0,,2026-03-13
312,Kris Murray,25,POR,SF,42,15,1013,95,212,0.448,23,91,0.253,72,121,0.595,0.502,32,45,0.711,73,87,160,47,43,17,34,73,245,0,,2026-03-13
313,Justin Edwards,22,PHI,SF,49,6,713,87,207,0.42,45,126,0.357,42,81,0.519,0.529,24,28,0.857,23,54,77,61,38,8,27,77,243,0,,2026-03-13
314,Tyler Kolek,24,NYK,PG,55,1,662,97,229,0.424,37,104,0.356,60,125,0.48,0.504,12,18,0.667,15,77,92,154,19,3,53,61,243,0,,2026-03-13
315,Kevin Love,37,UTA,PF,36,5,598,78,193,0.404,52,137,0.38,26,56,0.464,0.539,35,42,0.833,53,158,211,66,14,9,29,52,243,0,,2026-03-13
316,Rayan Rupert,21,2TM,SG,57,2,839,90,228,0.395,36,106,0.34,54,122,0.443,0.474,25,34,0.735,35,102,137,43,42,6,36,97,241,0,,2026-03-13
316,Rayan Rupert,21,POR,SG,48,0,577,53,147,0.361,22,71,0.31,31,76,0.408,0.435,9,14,0.643,23,63,86,34,29,2,28,60,137,0,,2026-03-13
316,Rayan Rupert,21,MEM,SG,9,2,262,37,81,0.457,14,35,0.4,23,46,0.5,0.543,16,20,0.8,12,39,51,9,13,4,8,37,104,0,,2026-03-13
317,Josh Minott,23,2TM,PF,40,10,626,84,167,0.503,41,98,0.418,43,69,0.623,0.626,30,39,0.769,44,87,131,37,31,16,29,53,239,0,,2026-03-13
317,Josh Minott,23,BOS,PF,33,10,526,69,136,0.507,34,77,0.442,35,59,0.593,0.632,20,26,0.769,40,78,118,33,24,12,20,51,192,0,,2026-03-13
317,Josh Minott,23,BRK,SF,7,0,100,15,31,0.484,7,21,0.333,8,10,0.8,0.597,10,13,0.769,4,9,13,4,7,4,9,2,47,0,,2026-03-13
318,Trae Young,27,2TM,PG,13,13,338,69,157,0.439,24,73,0.329,45,84,0.536,0.516,75,90,0.833,2,22,24,109,12,1,35,27,237,0,,2026-03-13
318,Trae Young,27,ATL,PG,10,10,280,56,135,0.415,18,59,0.305,38,76,0.5,0.481,63,73,0.863,0,15,15,89,10,1,26,20,193,0,,2026-03-13
318,Trae Young,27,WAS,PG,3,3,58,13,22,0.591,6,14,0.429,7,8,0.875,0.727,12,17,0.706,2,7,9,20,2,0,9,7,44,0,,2026-03-13
319,Jett Howard,22,ORL,SF,44,0,544,80,197,0.406,41,116,0.353,39,81,0.481,0.51,34,36,0.944,18,56,74,39,7,10,12,51,235,0,,2026-03-13
320,Cole Anthony,25,MIL,PG,35,0,527,98,231,0.424,22,72,0.306,76,159,0.478,0.472,16,26,0.615,16,71,87,121,20,11,65,73,234,0,,2026-03-13
321,Aaron Holiday,29,HOU,PG,43,1,558,78,197,0.396,45,125,0.36,33,72,0.458,0.51,32,37,0.865,7,31,38,40,19,4,25,57,233,0,,2026-03-13
322,Jalen Wilson,25,BRK,PF,44,0,618,73,191,0.382,46,122,0.377,27,69,0.391,0.503,38,51,0.745,8,61,69,27,17,2,24,57,230,0,,2026-03-13
323,Nick Richards,28,2TM,C,42,2,577,85,161,0.528,2,10,0.2,83,151,0.55,0.534,56,85,0.659,66,136,202,14,10,28,53,75,228,0,,2026-03-13
323,Nick Richards,28,PHO,C,28,2,254,35,71,0.493,0,0,NA,35,71,0.493,0.493,19,28,0.679,35,56,91,8,4,14,25,39,89,0,,2026-03-13
323,Nick Richards,28,CHI,C,14,0,323,50,90,0.556,2,10,0.2,48,80,0.6,0.567,37,57,0.649,31,80,111,6,6,14,28,36,139,0,,2026-03-13
324,Jalen Pickett,26,DEN,SG,43,18,728,86,204,0.422,43,113,0.381,43,91,0.473,0.527,12,13,0.923,18,88,106,103,13,4,29,39,227,0,,2026-03-13
325,Ousmane Dieng,22,2TM,C,42,7,630,84,201,0.418,42,111,0.378,42,90,0.467,0.522,13,16,0.813,18,83,101,63,12,13,25,48,223,0,,2026-03-13
325,Ousmane Dieng,22,OKC,C,27,0,295,38,91,0.418,18,49,0.367,20,42,0.476,0.516,6,6,1,8,34,42,28,2,7,8,22,100,0,,2026-03-13
325,Ousmane Dieng,22,MIL,C,15,7,335,46,110,0.418,24,62,0.387,22,48,0.458,0.527,7,10,0.7,10,49,59,35,10,6,17,26,123,0,,2026-03-13
326,Jaylen Clark,24,MIN,SG,58,0,737,80,183,0.437,24,77,0.312,56,106,0.528,0.503,38,60,0.633,47,54,101,32,39,8,19,75,222,0,,2026-03-13
327,Tidjane Salaün,20,CHO,PF,36,0,571,80,158,0.506,36,83,0.434,44,75,0.587,0.62,26,40,0.65,26,123,149,27,16,7,25,54,222,0,,2026-03-13
328,Ty Jerome,28,MEM,SG,11,11,240,73,151,0.483,29,72,0.403,44,79,0.557,0.579,45,51,0.882,9,21,30,62,14,2,20,25,220,0,,2026-03-13
329,Drew Eubanks,28,SAC,C,42,11,552,93,156,0.596,1,7,0.143,92,149,0.617,0.599,32,57,0.561,39,88,127,19,15,26,30,57,219,0,,2026-03-13
330,Caleb Martin,30,DAL,SF,56,12,833,83,182,0.456,19,53,0.358,64,129,0.496,0.508,33,57,0.579,27,114,141,79,39,14,38,86,218,0,,2026-03-13
331,Clint Capela,31,HOU,C,59,1,726,91,181,0.503,0,0,NA,91,181,0.503,0.503,35,56,0.625,127,144,271,36,28,47,30,52,217,0,,2026-03-13
332,Rob Dillingham,21,2TM,PG,49,0,602,85,246,0.346,19,65,0.292,66,181,0.365,0.384,27,36,0.75,13,72,85,105,33,3,60,69,216,0,,2026-03-13
332,Rob Dillingham,21,MIN,PG,35,0,326,47,141,0.333,12,33,0.364,35,108,0.324,0.376,15,20,0.75,5,36,41,58,19,3,36,36,121,0,,2026-03-13
332,Rob Dillingham,21,CHI,PG,14,0,276,38,105,0.362,7,32,0.219,31,73,0.425,0.395,12,16,0.75,8,36,44,47,14,0,24,33,95,0,,2026-03-13
333,Jamaree Bouyea,26,PHO,PG,34,0,516,86,181,0.475,19,62,0.306,67,119,0.563,0.528,22,31,0.71,15,49,64,61,25,14,21,31,213,0,,2026-03-13
334,Jevon Carter,30,2TM,PG,36,0,536,73,193,0.378,53,144,0.368,20,49,0.408,0.516,14,17,0.824,8,46,54,55,22,9,22,37,213,0,,2026-03-13
334,Jevon Carter,30,CHI,PG,23,0,254,41,103,0.398,32,78,0.41,9,25,0.36,0.553,10,10,1,5,21,26,19,13,2,11,19,124,0,,2026-03-13
334,Jevon Carter,30,ORL,PG,13,0,282,32,90,0.356,21,66,0.318,11,24,0.458,0.472,4,7,0.571,3,25,28,36,9,7,11,18,89,0,,2026-03-13
335,Josh Green,25,CHO,SG,43,0,714,70,148,0.473,47,110,0.427,23,38,0.605,0.632,23,26,0.885,37,49,86,42,27,5,27,50,210,0,,2026-03-13
336,Kobe Brown,26,2TM,PF,47,2,602,73,171,0.427,28,85,0.329,45,86,0.523,0.509,34,42,0.81,45,73,118,43,15,7,33,48,208,0,,2026-03-13
336,Kobe Brown,26,LAC,PF,34,0,295,33,84,0.393,13,49,0.265,20,35,0.571,0.47,21,26,0.808,18,35,53,27,9,2,15,16,100,0,,2026-03-13
336,Kobe Brown,26,IND,PF,13,2,307,40,87,0.46,15,36,0.417,25,51,0.49,0.546,13,16,0.813,27,38,65,16,6,5,18,32,108,0,,2026-03-13
337,Noah Penda,21,ORL,SF,46,2,632,74,175,0.423,26,75,0.347,48,100,0.48,0.497,31,46,0.674,63,106,169,54,25,17,35,58,205,0,,2026-03-13
338,Carter Bryant,20,SAS,PF,55,0,553,74,193,0.383,39,115,0.339,35,78,0.449,0.484,17,25,0.68,26,97,123,23,11,14,20,57,204,0,,2026-03-13
339,Micah Peavy,24,NOP,SG,51,1,704,85,225,0.378,21,90,0.233,64,135,0.474,0.424,13,17,0.765,38,55,93,47,31,6,14,73,204,0,,2026-03-13
340,Jericho Sims,27,MIL,C,50,9,883,93,110,0.845,0,0,NA,93,110,0.845,0.845,18,30,0.6,84,164,248,56,10,13,48,94,204,0,,2026-03-13
341,Jase Richardson,20,ORL,SG,44,0,507,75,163,0.46,25,71,0.352,50,92,0.543,0.537,27,37,0.73,19,34,53,51,13,2,24,48,202,0,,2026-03-13
342,Dalton Knecht,24,LAL,SF,48,1,509,78,174,0.448,31,101,0.307,47,73,0.644,0.537,14,20,0.7,13,55,68,16,10,10,20,40,201,0,,2026-03-13
343,Asa Newell,20,ATL,PF,40,1,445,80,149,0.537,27,69,0.391,53,80,0.663,0.628,14,25,0.56,37,44,81,20,15,13,21,62,201,0,,2026-03-13
344,Tyrese Proctor,21,CLE,PG,42,1,436,70,177,0.395,36,107,0.336,34,70,0.486,0.497,25,29,0.862,6,37,43,55,17,0,27,48,201,0,,2026-03-13
345,Moritz Wagner,28,ORL,C,25,0,324,65,148,0.439,19,53,0.358,46,95,0.484,0.503,51,62,0.823,24,64,88,21,14,1,14,44,200,0,,2026-03-13
346,Jamir Watkins,24,WAS,SG,33,4,615,73,163,0.448,25,88,0.284,48,75,0.64,0.525,25,38,0.658,30,82,112,31,27,16,18,85,196,0,,2026-03-13
347,Mike Conley,38,MIN,PG,46,9,831,56,177,0.316,42,134,0.313,14,43,0.326,0.435,41,46,0.891,15,65,80,130,26,12,27,65,195,0,,2026-03-13
348,Kyle Anderson,32,3TM,SF,28,3,551,77,135,0.57,4,6,0.667,73,129,0.566,0.585,37,54,0.685,23,68,91,74,30,15,25,71,195,0,,2026-03-13
348,Kyle Anderson,32,UTA,SF,20,0,401,57,109,0.523,3,5,0.6,54,104,0.519,0.537,25,38,0.658,19,47,66,61,23,10,17,46,142,0,,2026-03-13
348,Kyle Anderson,32,MEM,SF,4,3,89,15,19,0.789,1,1,1,14,18,0.778,0.816,6,8,0.75,3,11,14,3,6,4,7,12,37,0,,2026-03-13
348,Kyle Anderson,32,MIN,SF,4,0,61,5,7,0.714,0,0,NA,5,7,0.714,0.714,6,8,0.75,1,10,11,10,1,1,1,13,16,0,,2026-03-13
349,Mohamed Diawara,20,NYK,SF,56,6,468,72,162,0.444,41,102,0.402,31,60,0.517,0.571,9,12,0.75,12,61,73,35,14,6,23,44,194,0,,2026-03-13
350,Cam Whitmore,21,WAS,SF,21,0,354,77,169,0.456,16,56,0.286,61,113,0.54,0.503,23,31,0.742,19,39,58,15,15,8,18,25,193,0,,2026-03-13
351,Steven Adams,32,HOU,C,32,11,730,70,139,0.504,0,0,NA,70,139,0.504,0.504,47,81,0.58,145,131,276,48,22,20,35,55,187,0,,2026-03-13
352,Scoot Henderson,21,POR,PG,14,3,320,61,150,0.407,23,79,0.291,38,71,0.535,0.483,40,48,0.833,10,28,38,59,5,4,39,41,185,0,,2026-03-13
353,Devin Carter,23,SAC,PG,27,2,386,65,164,0.396,12,62,0.194,53,102,0.52,0.433,41,51,0.804,22,48,70,57,22,5,29,30,183,0,,2026-03-13
354,Johnny Furphy,21,IND,SG,35,21,643,70,149,0.47,23,71,0.324,47,78,0.603,0.547,17,35,0.486,32,121,153,41,20,7,29,65,180,0,,2026-03-13
355,Tyus Jones,29,3TM,PG,60,10,915,69,200,0.345,35,126,0.278,34,74,0.459,0.433,7,9,0.778,10,54,64,149,36,3,22,30,180,0,,2026-03-13
355,Tyus Jones,29,ORL,PG,48,8,754,54,158,0.342,30,102,0.294,24,56,0.429,0.437,6,6,1,9,44,53,116,33,3,14,25,144,0,,2026-03-13
355,Tyus Jones,29,DAL,PG,8,2,133,13,34,0.382,4,19,0.211,9,15,0.6,0.441,1,2,0.5,1,8,9,30,3,0,5,5,31,0,,2026-03-13
355,Tyus Jones,29,DEN,PG,4,0,28,2,8,0.25,1,5,0.2,1,3,0.333,0.313,0,1,0,0,2,2,3,0,0,3,0,5,0,,2026-03-13
356,Zeke Nnaji,25,DEN,PF,46,3,566,65,137,0.474,13,48,0.271,52,89,0.584,0.522,34,44,0.773,30,94,124,24,16,21,25,60,177,0,,2026-03-13
357,Yanic Konan Niederhäuser,22,LAC,C,41,0,424,64,100,0.64,1,5,0.2,63,95,0.663,0.645,47,62,0.758,37,80,117,12,5,30,23,66,176,0,,2026-03-13
358,Gabe Vincent,29,2TM,PG,38,7,677,59,167,0.353,47,134,0.351,12,33,0.364,0.494,11,12,0.917,12,25,37,54,19,2,15,65,176,0,,2026-03-13
358,Gabe Vincent,29,LAL,PG,29,7,559,45,130,0.346,38,103,0.369,7,27,0.259,0.492,10,11,0.909,7,20,27,37,14,1,12,53,138,0,,2026-03-13
358,Gabe Vincent,29,ATL,PG,9,0,118,14,37,0.378,9,31,0.29,5,6,0.833,0.5,1,1,1,5,5,10,17,5,1,3,12,38,0,,2026-03-13
359,Grant Williams,27,CHO,PF,23,3,449,53,123,0.431,35,89,0.393,18,34,0.529,0.573,31,37,0.838,30,63,93,43,11,7,20,36,172,0,,2026-03-13
360,Branden Carlson,26,OKC,C,35,2,376,70,134,0.522,21,61,0.344,49,73,0.671,0.601,9,17,0.529,24,68,92,21,6,18,13,30,170,0,,2026-03-13
361,Sharife Cooper,24,WAS,PG,24,0,361,63,127,0.496,14,39,0.359,49,88,0.557,0.551,28,36,0.778,10,36,46,56,8,2,34,35,168,0,,2026-03-13
362,Trayce Jackson-Davis,25,2TM,C,44,1,449,64,113,0.566,1,1,1,63,112,0.563,0.571,35,64,0.547,62,73,135,36,15,21,19,40,164,0,,2026-03-13
362,Trayce Jackson-Davis,25,GSW,C,36,1,411,60,102,0.588,1,1,1,59,101,0.584,0.593,29,52,0.558,47,65,112,32,13,19,18,40,150,0,,2026-03-13
