Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,snapshot_date
1,Shai Gilgeous-Alexander,27,OKC,PG,36,36,1191,389,710,0.548,73,178,0.41,316,532,0.594,0.599,285,320,0.891,16,143,159,230,52,24,71,73,1136,0,NA,2026-01-07
2,Donovan Mitchell,29,CLE,SG,34,34,1150,355,715,0.497,133,343,0.388,222,372,0.597,0.59,170,203,0.837,30,130,160,185,52,10,107,87,1013,0,NA,2026-01-07
3,Tyrese Maxey,25,PHI,PG,32,32,1280,345,727,0.475,120,296,0.405,225,431,0.522,0.557,182,208,0.875,8,141,149,225,59,30,84,71,992,0,NA,2026-01-07
4,Jaylen Brown,29,BOS,SF,33,33,1119,360,718,0.501,69,190,0.363,291,528,0.551,0.549,188,242,0.777,41,168,209,163,35,14,119,102,977,1,NA,2026-01-07
5,Jalen Brunson,29,NYK,PG,33,33,1164,342,720,0.475,99,261,0.379,243,459,0.529,0.544,179,212,0.844,20,88,108,207,25,2,76,82,962,0,NA,2026-01-07
6,Deni Avdija,25,POR,SF,37,37,1301,291,622,0.468,87,239,0.364,204,383,0.533,0.538,288,363,0.793,39,230,269,264,29,23,141,107,957,3,NA,2026-01-07
7,Nikola Jokić,30,DEN,C,32,32,1106,339,560,0.605,67,154,0.435,272,406,0.67,0.665,203,238,0.853,97,292,389,351,44,25,113,89,948,16,NA,2026-01-07
8,Luka Dončić,26,LAL,PG,27,27,984,278,602,0.462,90,282,0.319,188,320,0.588,0.537,259,324,0.799,22,191,213,235,41,16,121,68,905,3,NA,2026-01-07
9,Cade Cunningham,24,DET,PG,33,33,1176,306,658,0.465,68,200,0.34,238,458,0.52,0.517,202,241,0.838,35,169,204,321,51,27,131,111,882,3,NA,2026-01-07
10,Anthony Edwards,24,MIN,SG,30,30,1042,299,593,0.504,101,248,0.407,198,345,0.574,0.589,181,226,0.801,19,131,150,109,43,25,85,55,880,0,NA,2026-01-07
11,Jamal Murray,28,DEN,PG,34,34,1205,307,640,0.48,117,262,0.447,190,378,0.503,0.571,133,149,0.893,13,143,156,245,33,10,78,51,864,0,NA,2026-01-07
12,Pascal Siakam,31,IND,PF,36,36,1222,316,654,0.483,61,165,0.37,255,489,0.521,0.53,161,236,0.682,59,179,238,136,47,15,72,94,854,0,NA,2026-01-07
13,Devin Booker,29,PHO,SG,33,33,1126,279,603,0.463,54,181,0.298,225,422,0.533,0.507,237,277,0.856,28,106,134,207,30,12,112,91,849,0,NA,2026-01-07
14,Lauri Markkanen,28,UTA,PF,30,30,1067,281,589,0.477,88,240,0.367,193,349,0.553,0.552,182,201,0.905,59,146,205,64,32,13,44,61,832,0,NA,2026-01-07
15,Keyonte George,22,UTA,PG,34,34,1169,257,569,0.452,90,238,0.378,167,331,0.505,0.531,221,245,0.902,16,127,143,231,32,10,119,85,825,0,NA,2026-01-07
16,James Harden,36,LAC,PG,32,32,1132,237,547,0.433,105,293,0.358,132,254,0.52,0.529,243,274,0.887,17,137,154,256,39,10,114,64,822,2,NA,2026-01-07
17,Brandon Ingram,28,TOR,SF,37,37,1268,308,647,0.476,66,187,0.353,242,460,0.526,0.527,140,171,0.819,30,195,225,136,29,26,106,73,822,0,NA,2026-01-07
18,Julius Randle,31,MIN,PF,37,37,1237,282,575,0.49,58,173,0.335,224,402,0.557,0.541,196,241,0.813,62,199,261,211,40,6,91,98,818,2,NA,2026-01-07
19,Jalen Johnson,24,ATL,SF,34,34,1206,297,570,0.521,55,150,0.367,242,420,0.576,0.569,156,194,0.804,51,301,352,286,47,16,121,70,805,7,NA,2026-01-07
20,Kevin Durant,37,HOU,SF,31,31,1119,279,537,0.52,65,161,0.404,214,376,0.569,0.58,174,194,0.897,10,149,159,142,22,31,96,69,797,0,NA,2026-01-07
21,Norman Powell,32,MIA,SG,32,32,993,259,529,0.49,99,234,0.423,160,295,0.542,0.583,161,187,0.861,12,108,120,87,41,7,62,71,778,0,NA,2026-01-07
22,Stephen Curry,37,GSW,PG,27,27,867,250,539,0.464,129,329,0.392,121,210,0.576,0.583,146,157,0.93,14,91,105,118,34,12,81,60,775,0,NA,2026-01-07
23,Trey Murphy III,25,NOP,SF,35,35,1245,262,529,0.495,102,267,0.382,160,262,0.611,0.592,119,131,0.908,43,171,214,122,54,8,66,75,745,0,NA,2026-01-07
24,Nickeil Alexander-Walker,27,ATL,SG,36,29,1184,254,568,0.447,108,282,0.383,146,286,0.51,0.542,123,144,0.854,23,100,123,117,35,21,78,76,739,0,NA,2026-01-07
25,Shaedon Sharpe,22,POR,SG,33,27,970,267,593,0.45,65,196,0.332,202,397,0.509,0.505,113,144,0.785,40,106,146,83,50,5,100,70,712,0,NA,2026-01-07
26,Desmond Bane,27,ORL,SG,37,37,1245,257,566,0.454,65,185,0.351,192,381,0.504,0.511,130,141,0.922,46,123,169,169,28,20,80,113,709,0,NA,2026-01-07
27,Karl-Anthony Towns,30,NYK,C,33,33,1072,226,480,0.471,57,160,0.356,169,320,0.528,0.53,200,228,0.877,96,282,378,94,28,21,84,117,709,0,NA,2026-01-07
28,Scottie Barnes,24,TOR,PF,37,37,1263,278,549,0.506,43,122,0.352,235,427,0.55,0.546,108,129,0.837,84,233,317,199,50,55,95,106,707,2,NA,2026-01-07
29,Miles Bridges,27,CHO,PF,35,35,1180,248,565,0.439,81,251,0.323,167,314,0.532,0.511,127,150,0.847,31,198,229,128,20,20,52,63,704,0,NA,2026-01-07
30,Kawhi Leonard,34,LAC,SF,25,25,857,245,498,0.492,64,177,0.362,181,321,0.564,0.556,148,154,0.961,25,139,164,87,53,18,54,39,702,0,NA,2026-01-07
31,Michael Porter Jr.,27,BRK,SF,27,27,890,247,499,0.495,100,245,0.408,147,254,0.579,0.595,104,126,0.825,37,169,206,91,24,6,64,59,698,0,NA,2026-01-07
32,Kon Knueppel,20,CHO,SF,35,34,1153,235,487,0.483,127,292,0.435,108,195,0.554,0.613,87,99,0.879,33,145,178,124,23,7,86,82,684,0,NA,2026-01-07
33,Cooper Flagg,19,DAL,SF,36,36,1247,260,544,0.478,34,123,0.276,226,421,0.537,0.509,128,157,0.815,42,191,233,151,44,28,79,83,682,0,NA,2026-01-07
34,DeMar DeRozan,36,SAC,PF,37,37,1225,243,488,0.498,30,84,0.357,213,404,0.527,0.529,164,186,0.882,20,106,126,140,52,10,42,77,680,0,NA,2026-01-07
35,CJ McCollum,34,WAS,SG,35,35,1082,240,529,0.454,96,244,0.393,144,285,0.505,0.544,82,102,0.804,23,101,124,126,24,9,58,73,658,0,NA,2026-01-07
36,Giannis Antetokounmpo,31,MIL,PF,22,22,635,245,381,0.643,11,28,0.393,234,353,0.663,0.657,144,216,0.667,69,151,220,121,19,17,72,58,645,0,NA,2026-01-07
37,Dillon Brooks,30,PHO,SF,30,30,930,236,512,0.461,70,207,0.338,166,305,0.544,0.529,93,111,0.838,20,74,94,50,37,2,61,104,635,0,NA,2026-01-07
38,Jimmy Butler,36,GSW,SF,32,32,1014,193,378,0.511,27,67,0.403,166,311,0.534,0.546,216,252,0.857,71,105,176,157,48,8,52,39,629,0,NA,2026-01-07
39,Jaren Jackson Jr.,26,MEM,C,34,34,1034,233,486,0.479,59,158,0.373,174,328,0.53,0.54,104,139,0.748,28,163,191,67,31,50,76,133,629,0,NA,2026-01-07
40,Derrick White,31,BOS,SG,34,34,1151,213,537,0.397,109,321,0.34,104,216,0.481,0.498,91,104,0.875,27,120,147,181,48,51,63,58,626,0,NA,2026-01-07
41,Ryan Rollins,23,MIL,PG,36,31,1139,236,491,0.481,88,209,0.421,148,282,0.525,0.57,60,78,0.769,27,127,154,207,57,13,86,104,620,0,NA,2026-01-07
42,Austin Reaves,27,LAL,SG,23,22,812,189,373,0.507,62,170,0.365,127,203,0.626,0.59,172,197,0.873,16,104,120,144,22,5,75,52,612,0,NA,2026-01-07
43,Alperen Şengün,23,HOU,C,28,28,961,233,455,0.512,20,63,0.317,213,392,0.543,0.534,124,169,0.734,82,169,251,182,41,27,92,93,610,1,NA,2026-01-07
44,Onyeka Okongwu,25,ATL,C,37,26,1174,226,464,0.487,69,191,0.361,157,273,0.575,0.561,80,104,0.769,67,223,290,120,41,37,68,128,601,0,NA,2026-01-07
45,Amen Thompson,23,HOU,PG,33,33,1210,234,456,0.513,13,66,0.197,221,390,0.567,0.527,113,139,0.813,92,152,244,173,44,18,84,78,594,0,NA,2026-01-07
46,Payton Pritchard,28,BOS,PG,35,35,1152,219,490,0.447,92,272,0.338,127,218,0.583,0.541,61,71,0.859,35,121,156,185,29,3,42,56,591,0,NA,2026-01-07
47,Immanuel Quickley,26,TOR,PG,36,36,1160,201,467,0.43,89,249,0.357,112,218,0.514,0.526,93,114,0.816,19,132,151,222,39,4,62,77,584,0,NA,2026-01-07
48,Chet Holmgren,23,OKC,PF,32,32,916,218,380,0.574,46,119,0.387,172,261,0.659,0.634,96,122,0.787,52,210,262,52,18,56,60,88,578,0,NA,2026-01-07
49,Mikal Bridges,29,NYK,SF,36,36,1261,231,453,0.51,83,204,0.407,148,249,0.594,0.602,32,42,0.762,40,120,160,156,59,32,38,71,577,0,NA,2026-01-07
50,Josh Giddey,23,CHI,PG,30,30,984,200,429,0.466,56,145,0.386,144,284,0.507,0.531,121,159,0.761,35,233,268,270,28,11,107,54,577,7,NA,2026-01-07
51,Anthony Black,22,ORL,PG,37,17,1101,209,455,0.459,55,162,0.34,154,293,0.526,0.52,103,144,0.715,29,123,152,140,48,27,85,105,576,0,NA,2026-01-07
52,Nikola Vučević,35,CHI,C,35,35,1068,235,467,0.503,65,165,0.394,170,302,0.563,0.573,40,51,0.784,71,246,317,127,25,15,53,71,575,0,NA,2026-01-07
53,De'Aaron Fox,28,SAS,PG,27,27,872,208,442,0.471,59,167,0.353,149,275,0.542,0.537,99,124,0.798,23,82,105,160,37,8,67,63,574,0,NA,2026-01-07
54,Evan Mobley,24,CLE,PF,32,30,1057,214,428,0.5,40,122,0.328,174,306,0.569,0.547,102,158,0.646,79,204,283,129,30,59,70,79,570,0,NA,2026-01-07
55,Paolo Banchero,23,ORL,PF,27,27,893,188,415,0.453,26,98,0.265,162,317,0.511,0.484,158,213,0.742,23,204,227,126,17,20,69,61,560,2,NA,2026-01-07
56,Jalen Duren,22,DET,C,31,31,880,216,341,0.633,0,0,NA,216,341,0.633,0.633,123,170,0.724,127,203,330,53,29,28,70,98,555,0,NA,2026-01-07
57,Jaime Jaquez Jr.,24,MIA,SF,34,1,989,223,418,0.533,15,56,0.268,208,362,0.575,0.551,89,119,0.748,42,137,179,159,27,7,73,69,550,0,NA,2026-01-07
58,Franz Wagner,24,ORL,SF,24,24,801,187,382,0.49,36,100,0.36,151,282,0.535,0.537,135,164,0.823,35,111,146,88,28,9,43,53,545,0,NA,2026-01-07
59,Jeremiah Fears,19,NOP,PG,38,36,1010,207,474,0.437,40,120,0.333,167,354,0.472,0.479,90,115,0.783,29,106,135,117,46,8,89,67,544,0,NA,2026-01-07
60,Victor Wembanyama,22,SAS,C,22,15,646,189,361,0.524,34,91,0.374,155,270,0.574,0.571,129,153,0.843,43,208,251,74,18,62,70,63,541,1,NA,2026-01-07
61,Russell Westbrook,37,SAC,SF,37,31,1075,197,473,0.416,69,205,0.337,128,268,0.478,0.489,75,110,0.682,60,184,244,251,53,7,123,95,538,4,NA,2026-01-07
62,Matas Buzelis,21,CHI,PF,36,36,996,191,392,0.487,62,178,0.348,129,214,0.603,0.566,86,111,0.775,40,151,191,61,28,48,64,95,530,0,NA,2026-01-07
63,Naz Reid,26,MIN,C,37,0,976,198,432,0.458,87,237,0.367,111,195,0.569,0.559,46,57,0.807,41,189,230,88,33,32,54,92,529,0,NA,2026-01-07
64,Andrew Wiggins,30,MIA,SF,33,33,1054,205,436,0.47,60,152,0.395,145,284,0.511,0.539,56,75,0.747,60,97,157,95,40,38,54,80,526,0,NA,2026-01-07
65,Jerami Grant,31,POR,PF,26,14,789,156,358,0.436,65,167,0.389,91,191,0.476,0.527,142,164,0.866,30,75,105,69,19,16,57,77,519,0,NA,2026-01-07
66,Saddiq Bey,26,NOP,SF,34,26,1016,185,419,0.442,56,176,0.318,129,243,0.531,0.508,87,108,0.806,58,141,199,78,32,2,21,35,513,0,NA,2026-01-07
67,LaMelo Ball,24,CHO,PG,26,26,730,176,428,0.411,85,229,0.371,91,199,0.457,0.511,75,86,0.872,24,107,131,206,31,6,90,74,512,1,NA,2026-01-07
68,Santi Aldama,25,MEM,PF,36,8,1007,192,411,0.467,60,178,0.337,132,233,0.567,0.54,65,94,0.691,57,189,246,110,34,26,50,56,509,0,NA,2026-01-07
69,Jaden McDaniels,25,MIN,PF,35,35,1109,195,385,0.506,47,114,0.412,148,271,0.546,0.568,72,83,0.867,40,116,156,97,39,31,61,122,509,0,NA,2026-01-07
70,Zach LaVine,30,SAC,SG,25,24,827,179,370,0.484,66,171,0.386,113,199,0.568,0.573,80,91,0.879,6,70,76,59,19,5,53,53,504,0,NA,2026-01-07
71,Andrew Nembhard,26,IND,PG,29,29,921,175,400,0.438,51,144,0.354,124,256,0.484,0.501,99,123,0.805,10,60,70,202,27,4,68,70,500,0,NA,2026-01-07
72,Jabari Smith Jr.,22,HOU,PF,32,32,1102,179,395,0.453,74,198,0.374,105,197,0.533,0.547,65,83,0.783,48,174,222,63,23,24,43,93,497,0,NA,2026-01-07
73,VJ Edgecombe,20,PHI,SG,30,30,1073,185,428,0.432,70,181,0.387,115,247,0.466,0.514,55,71,0.775,56,106,162,122,43,17,50,94,495,0,NA,2026-01-07
74,Collin Gillespie,26,PHO,PG,36,17,1009,176,401,0.439,107,256,0.418,69,145,0.476,0.572,36,42,0.857,38,107,145,181,51,11,65,53,495,0,NA,2026-01-07
75,Zion Williamson,25,NOP,PF,22,15,632,176,316,0.557,0,3,0,176,313,0.562,0.557,142,192,0.74,56,71,127,73,25,13,54,50,494,0,NA,2026-01-07
76,Bam Adebayo,28,MIA,C,29,29,898,179,397,0.451,38,117,0.325,141,280,0.504,0.499,94,123,0.764,48,230,278,75,28,24,54,49,490,0,NA,2026-01-07
77,Naji Marshall,28,DAL,SF,37,14,1055,178,331,0.538,32,103,0.311,146,228,0.64,0.586,102,129,0.791,31,141,172,94,37,3,46,77,490,0,NA,2026-01-07
78,Ajay Mitchell,23,OKC,SG,35,7,899,173,360,0.481,38,106,0.358,135,254,0.531,0.533,101,114,0.886,23,97,120,125,52,11,50,77,485,0,NA,2026-01-07
79,Derik Queen,21,NOP,C,37,25,965,185,371,0.499,7,36,0.194,178,335,0.531,0.508,106,137,0.774,59,206,265,153,39,34,91,116,483,1,NA,2026-01-07
80,De'Andre Hunter,28,CLE,SF,33,23,905,161,377,0.427,59,188,0.314,102,189,0.54,0.505,101,116,0.871,23,124,147,68,21,5,52,91,482,0,NA,2026-01-07
81,Donte DiVincenzo,29,MIN,SG,37,37,1154,159,393,0.405,109,298,0.366,50,95,0.526,0.543,54,71,0.761,38,129,167,148,47,17,45,92,481,0,NA,2026-01-07
82,Stephon Castle,21,SAS,PG,27,27,833,164,343,0.478,29,106,0.274,135,237,0.57,0.52,123,168,0.732,32,107,139,189,35,7,101,97,480,1,NA,2026-01-07
83,Devin Vassell,25,SAS,SG,32,32,1020,168,398,0.422,85,224,0.379,83,174,0.477,0.529,59,68,0.868,15,114,129,77,29,15,30,65,480,0,NA,2026-01-07
84,Toumani Camara,25,POR,PF,37,37,1239,167,402,0.415,95,271,0.351,72,131,0.55,0.534,45,67,0.672,69,124,193,102,38,15,79,124,474,0,NA,2026-01-07
85,Tim Hardaway Jr.,33,DEN,SG,35,5,942,160,349,0.458,97,238,0.408,63,111,0.568,0.597,57,65,0.877,8,74,82,49,15,3,13,44,474,0,NA,2026-01-07
86,Keldon Johnson,26,SAS,SF,36,0,842,178,316,0.563,43,104,0.413,135,212,0.637,0.631,75,98,0.765,75,156,231,48,25,3,33,67,474,0,NA,2026-01-07
87,Bobby Portis,30,MIL,PF,36,5,837,188,384,0.49,69,146,0.473,119,238,0.5,0.579,29,39,0.744,48,185,233,48,20,6,40,61,474,0,NA,2026-01-07
88,Anfernee Simons,26,BOS,SG,35,0,834,166,383,0.433,90,227,0.396,76,156,0.487,0.551,52,59,0.881,16,64,80,84,17,4,36,62,474,0,NA,2026-01-07
89,Quentin Grimes,25,PHI,SG,32,7,1042,150,345,0.435,74,203,0.365,76,142,0.535,0.542,96,111,0.865,19,107,126,132,32,17,69,63,470,0,NA,2026-01-07
90,Cedric Coward,22,MEM,SG,34,21,908,168,357,0.471,49,149,0.329,119,208,0.572,0.539,82,97,0.845,55,168,223,100,19,11,54,66,467,0,NA,2026-01-07
91,Kel'el Ware,21,MIA,C,37,27,930,178,325,0.548,46,107,0.43,132,218,0.606,0.618,53,65,0.815,128,265,393,21,34,47,38,65,455,0,NA,2026-01-07
92,Alex Sarr,20,WAS,C,26,26,738,184,369,0.499,29,81,0.358,155,288,0.538,0.538,57,81,0.704,61,142,203,77,20,62,44,51,454,0,NA,2026-01-07
93,Ivica Zubac,28,LAC,C,30,29,950,193,321,0.601,0,0,NA,193,321,0.601,0.601,65,88,0.739,103,227,330,74,12,29,57,74,451,0,NA,2026-01-07
94,Brandin Podziemski,22,GSW,SG,37,12,1010,158,347,0.455,70,173,0.405,88,174,0.506,0.556,62,83,0.747,26,139,165,122,38,7,53,74,448,0,NA,2026-01-07
95,Jaylen Wells,22,MEM,SG,36,36,995,153,365,0.419,65,191,0.34,88,174,0.506,0.508,77,98,0.786,31,94,125,66,34,3,38,77,448,0,NA,2026-01-07
96,Myles Turner,29,MIL,C,36,36,1039,144,348,0.414,80,213,0.376,64,135,0.474,0.529,78,104,0.75,41,154,195,58,26,59,35,94,446,0,NA,2026-01-07
97,P.J. Washington,27,DAL,PF,30,30,941,166,361,0.46,40,126,0.317,126,235,0.536,0.515,70,101,0.693,42,181,223,56,31,43,65,69,442,0,NA,2026-01-07
98,Wendell Carter Jr.,26,ORL,C,36,36,1083,153,299,0.512,43,115,0.374,110,184,0.598,0.584,90,119,0.756,90,189,279,74,25,23,45,133,439,0,NA,2026-01-07
99,Noah Clowney,21,BRK,PF,33,27,930,130,327,0.398,71,214,0.332,59,113,0.522,0.506,106,133,0.797,31,98,129,60,24,27,62,95,437,0,NA,2026-01-07
100,Kyle Kuzma,30,MIL,PF,34,15,896,165,323,0.511,27,88,0.307,138,235,0.587,0.553,79,106,0.745,33,133,166,77,24,17,60,84,436,0,NA,2026-01-07
101,Reed Sheppard,21,HOU,SG,33,4,849,160,353,0.453,84,203,0.414,76,150,0.507,0.572,32,41,0.78,11,81,92,112,51,20,42,69,436,0,NA,2026-01-07
102,John Collins,28,LAC,PF,34,25,918,167,314,0.532,38,102,0.373,129,212,0.608,0.592,62,76,0.816,45,119,164,30,29,28,49,85,434,0,NA,2026-01-07
103,Dyson Daniels,22,ATL,SG,37,37,1266,190,385,0.494,7,59,0.119,183,326,0.561,0.503,46,74,0.622,80,158,238,222,70,17,83,82,433,0,NA,2026-01-07
104,Deandre Ayton,27,LAL,C,30,30,886,202,290,0.697,0,0,NA,202,290,0.697,0.697,28,47,0.596,78,178,256,27,25,31,52,77,432,0,NA,2026-01-07
105,Max Christie,22,DAL,SG,35,26,1009,146,303,0.482,84,185,0.454,62,118,0.525,0.62,54,63,0.857,8,112,120,73,17,14,41,55,430,0,NA,2026-01-07
106,Bennedict Mathurin,23,IND,SF,24,24,772,134,317,0.423,53,145,0.366,81,172,0.471,0.506,106,121,0.876,19,113,132,52,16,4,57,69,427,0,NA,2026-01-07
107,Harrison Barnes,33,SAS,PF,36,36,1045,144,323,0.446,72,192,0.375,72,131,0.55,0.557,62,70,0.886,30,90,120,73,30,4,38,49,422,0,NA,2026-01-07
108,Collin Sexton,27,CHO,SG,28,11,681,140,293,0.478,35,92,0.38,105,201,0.522,0.538,107,123,0.87,13,44,57,119,22,5,64,52,422,0,NA,2026-01-07
109,Cam Spencer,25,MEM,SG,35,6,820,138,283,0.488,83,178,0.466,55,105,0.524,0.634,63,69,0.913,14,75,89,174,26,2,50,58,422,0,NA,2026-01-07
110,Jaylon Tyson,23,CLE,SG,33,21,902,163,320,0.509,61,139,0.439,102,181,0.564,0.605,35,48,0.729,67,113,180,65,34,19,41,103,422,0,NA,2026-01-07
111,Nic Claxton,26,BRK,C,31,31,934,166,285,0.582,1,11,0.091,165,274,0.602,0.584,87,129,0.674,84,158,242,131,24,40,46,69,420,2,NA,2026-01-07
112,Ayo Dosunmu,26,CHI,SG,30,7,781,153,306,0.5,52,121,0.43,101,185,0.546,0.585,62,72,0.861,17,65,82,102,17,7,36,48,420,0,NA,2026-01-07
113,Rudy Gobert,33,MIN,C,37,37,1171,172,239,0.72,0,1,0,172,238,0.723,0.72,75,139,0.54,145,270,415,65,21,62,51,104,419,0,NA,2026-01-07
114,Peyton Watson,23,DEN,SF,34,24,965,151,299,0.505,38,104,0.365,113,195,0.579,0.569,74,98,0.755,33,126,159,53,33,33,48,79,414,0,NA,2026-01-07
115,Kyshawn George,22,WAS,SF,27,27,860,147,315,0.467,60,147,0.408,87,168,0.518,0.562,51,69,0.739,24,129,153,137,28,24,85,113,405,0,NA,2026-01-07
116,RJ Barrett,25,TOR,SF,21,21,635,150,299,0.502,40,112,0.357,110,187,0.588,0.569,64,94,0.681,15,90,105,76,18,4,35,53,404,0,NA,2026-01-07
117,Brandon Miller,23,CHO,SF,20,20,612,139,343,0.405,59,164,0.36,80,179,0.447,0.491,65,77,0.844,23,62,85,66,19,22,49,58,402,0,NA,2026-01-07
118,Julian Champagnie,24,SAS,SF,36,22,1000,129,305,0.423,87,233,0.373,42,72,0.583,0.566,55,65,0.846,32,178,210,51,34,15,37,54,400,0,NA,2026-01-07
119,Joel Embiid,31,PHI,C,17,17,498,135,293,0.461,17,72,0.236,118,221,0.534,0.49,110,132,0.833,35,83,118,57,10,21,47,41,397,0,NA,2026-01-07
120,OG Anunoby,28,NYK,PF,26,26,842,135,304,0.444,52,150,0.347,83,154,0.539,0.53,71,87,0.816,36,107,143,55,48,20,55,68,393,0,NA,2026-01-07
121,LeBron James,41,LAL,SF,18,18,600,144,281,0.512,29,90,0.322,115,191,0.602,0.564,74,104,0.712,10,87,97,122,18,11,45,28,391,0,NA,2026-01-07
122,Duncan Robinson,31,DET,SF,34,34,996,129,305,0.423,92,243,0.379,37,62,0.597,0.574,41,52,0.788,12,86,98,67,27,10,21,78,391,0,NA,2026-01-07
123,Brandon Williams,26,DAL,PG,33,9,741,137,317,0.432,17,87,0.195,120,230,0.522,0.459,99,123,0.805,18,73,91,128,40,7,62,58,390,0,NA,2026-01-07
124,Dennis Schröder,32,SAC,PG,30,12,825,133,325,0.409,44,128,0.344,89,197,0.452,0.477,77,95,0.811,16,83,99,175,25,5,59,52,387,0,NA,2026-01-07
125,Anthony Davis,32,DAL,PF,19,19,590,159,314,0.506,10,35,0.286,149,279,0.534,0.522,58,80,0.725,60,150,210,52,21,32,39,42,386,0,NA,2026-01-07
126,Darius Garland,26,CLE,PG,22,22,670,138,318,0.434,49,141,0.348,89,177,0.503,0.511,61,68,0.897,11,46,57,151,15,2,64,41,386,0,NA,2026-01-07
127,Mark Williams,24,PHO,C,31,27,734,147,227,0.648,1,1,1,146,226,0.646,0.65,89,113,0.788,97,157,254,33,36,26,31,72,384,0,NA,2026-01-07
128,Jock Landale,30,MEM,C,34,16,760,149,286,0.521,39,97,0.402,110,189,0.582,0.589,46,71,0.648,97,108,205,55,16,17,35,87,383,0,NA,2026-01-07
129,Sandro Mamukelashvili,26,TOR,C,36,7,765,142,276,0.514,46,122,0.377,96,154,0.623,0.598,48,60,0.8,56,125,181,68,25,22,31,63,378,0,NA,2026-01-07
130,Zaccharie Risacher,20,ATL,SF,35,35,853,148,325,0.455,50,150,0.333,98,175,0.56,0.532,32,49,0.653,33,78,111,52,32,18,30,78,378,0,NA,2026-01-07
131,Klay Thompson,35,DAL,SF,34,8,745,132,360,0.367,90,257,0.35,42,103,0.408,0.492,17,25,0.68,10,76,86,42,14,10,28,31,371,0,NA,2026-01-07
132,Donovan Clingan,21,POR,C,33,33,886,144,264,0.545,31,90,0.344,113,174,0.649,0.604,51,80,0.638,152,204,356,58,16,46,31,87,370,0,NA,2026-01-07
133,Moses Moody,23,GSW,SG,35,24,859,124,306,0.405,72,198,0.364,52,108,0.481,0.523,50,61,0.82,31,84,115,54,35,24,37,74,370,0,NA,2026-01-07
134,Royce O'Neale,32,PHO,SF,36,31,1062,129,304,0.424,102,247,0.413,27,57,0.474,0.592,8,13,0.615,25,155,180,100,45,11,54,84,368,0,NA,2026-01-07
135,Kevin Huerter,27,CHI,SF,31,9,747,140,300,0.467,52,164,0.317,88,136,0.647,0.553,35,47,0.745,15,103,118,72,24,20,36,61,367,0,NA,2026-01-07
136,Ausar Thompson,23,DET,SF,32,31,834,148,289,0.512,5,18,0.278,143,271,0.528,0.521,64,115,0.557,69,117,186,81,48,24,52,87,365,0,NA,2026-01-07
137,Tre Jones,26,CHI,PG,30,15,802,124,237,0.523,12,46,0.261,112,191,0.586,0.549,102,121,0.843,19,66,85,158,40,6,40,42,362,0,NA,2026-01-07
138,Jarrett Allen,27,CLE,C,26,26,677,143,240,0.596,1,7,0.143,142,233,0.609,0.598,74,98,0.755,54,152,206,55,26,20,43,48,361,0,NA,2026-01-07
139,Vit Krejci,25,ATL,PG,34,2,823,124,249,0.498,92,197,0.467,32,52,0.615,0.683,21,27,0.778,14,63,77,56,29,9,27,82,361,0,NA,2026-01-07
140,Jordan Clarkson,33,NYK,SG,36,0,728,134,307,0.436,53,150,0.353,81,157,0.516,0.523,39,50,0.78,28,38,66,51,15,5,41,72,360,0,NA,2026-01-07
141,Jalen Suggs,24,ORL,PG,23,23,584,121,257,0.471,44,133,0.331,77,124,0.621,0.556,60,70,0.857,17,67,84,107,43,12,61,69,346,0,NA,2026-01-07
142,Rui Hachimura,27,LAL,PF,27,27,877,134,257,0.521,49,110,0.445,85,147,0.578,0.617,27,36,0.75,21,81,102,24,16,6,23,50,344,0,NA,2026-01-07
143,Josh Hart,30,NYK,SF,28,14,849,129,259,0.498,44,113,0.389,85,146,0.582,0.583,41,49,0.837,49,176,225,142,38,8,60,71,343,1,NA,2026-01-07
144,Ja Morant,26,MEM,PG,18,18,510,118,294,0.401,16,77,0.208,102,217,0.47,0.429,90,100,0.9,7,51,58,136,18,3,64,34,342,0,NA,2026-01-07
145,A.J. Green,26,MIL,SG,33,33,965,108,250,0.432,97,227,0.427,11,23,0.478,0.626,23,29,0.793,7,81,88,67,22,3,28,86,336,0,NA,2026-01-07
146,Tre Johnson,19,WAS,SG,28,10,664,121,270,0.448,56,140,0.4,65,130,0.5,0.552,38,42,0.905,13,68,81,50,17,10,42,48,336,0,NA,2026-01-07
147,Neemias Queta,26,BOS,C,33,33,812,146,221,0.661,0,4,0,146,217,0.673,0.661,43,71,0.606,96,162,258,48,26,43,28,94,335,0,NA,2026-01-07
148,Jarace Walker,22,IND,PF,37,12,860,111,304,0.365,54,160,0.338,57,144,0.396,0.454,57,72,0.792,15,141,156,69,21,12,59,58,333,0,NA,2026-01-07
149,Malik Monk,27,SAC,SG,29,0,625,119,278,0.428,51,125,0.408,68,153,0.444,0.52,42,51,0.824,10,47,57,64,23,11,38,44,331,0,NA,2026-01-07
150,Cameron Johnson,29,DEN,SF,28,28,857,113,245,0.461,54,126,0.429,59,119,0.496,0.571,47,58,0.81,20,80,100,66,17,8,27,63,327,0,NA,2026-01-07
